text	label
세라핀 에 이어 이번에도 역시 유럽영화의 진수를 보여주시네요	1
아 내가 포덕이라서 10점 주지 이번 극장판 스토리는 혹 평받던 3기 7기극장 판도 쉴드쳐주면서 재밌게 봤는데 올해는 진짜 쉴드를 못 쳐주겠네 차라리 메로 엣 타 편을 러닝 타임 내내 보여줘라 이번 극장판은 메로 엣 타 배포 그 이상도 그이하도 아니었다	1
디즈니와 픽사 사이에서 최고의 힘을 발휘해준 드림웍스 이 시대의 최고의 캐릭터 뮤지컬 영화가 아닌데도 절묘한 삽입곡들 가슴 따스해지는 이야기 너무 사랑스럽다	1
1점 주기도 아까운 영화 감독 제정신	0
흑협이 완전 완벽한 사람으로 나온다	1
쓰레기 시나리오와 쓰레기 연기의 완벽한 조합 이것도 작품이라 하나	0
스토리 10 비주얼 10 연출 10 연기 9 역사상 가장 뛰어난 판타지 영화의 마침표	1
영화관 안에 네 명밖에 없음	0
재밌던데 슈퍼우먼 이 나왔을 땐 조금 별로 긴 했는데 그래도 뭐 이 정도면 10점	1
이병훈 감독님의 작품 중 제일 실망했다	0
최악도 제대로 최악인 영화	0
진짜 재밋세봣지 기존 엑스맨보다 훨 재밋어	1
스릴러가 아니라 코미디라고 했어야지	0
스토리도 재밌고 박해일 연기 진짜 잘하네요	1
편향된 시각에서 바라본 영화	0
난 재미있었다	1
근데 왜 10점을 준 겁니까	0
2편보단 낳다 그렇지만 최악	0
굳 ㅠㅠ	1
결말이 비극적이구만 애처롭다	1
낮은 자가 더 낮은 자를 섬기는 삶	1
나는 왜 외로운 가 10자	1
톰 크루즈가 콜래트럴에 출연한 것과 비슷한 케이스	0
최헌의 노래와 함께 도입부가 참 좋다	1
음악에 대한 얘기도 공감이 가 고 느낌도 좋았고 그러나 극 전체가 늘어져서 조금은 지루해지더니 결말은 똥 예쁜 똥	0
전혀 기대하고 보지 않아서인지 별 10개 도 아깝지 않은 정말 재미있었던 액션 영화 진짜 오랜만에 아니지 난생 처음으로 심장 쫄깃해지는 재미있는 액션 영화를 봤다	1
민망한 감도 있었구 배우 분들 연기가 마음에 들었어요ㅎ	1
영화야 이게	0
평점 더 주고 싶다	1
긴박감과 스릴 없는 첩보 영화	0
억지 설정의 역겨운 드라마 개막장한민국 드라마의 현주소	0
0 개 없나요 ㅋㅋ	0
간 만에 제대로 밤 잠을 설친 영화였다	1
생각보다 잼 있는데 여ㅎㅎㅎ 가볍게 볼만함	1
이런 건 특선으로 내주면 그냥 그럴 것 같은데 영화로 냄ㅋㅋ	0
조금 진부한 느낌이 있었지만 영화 자체는 신선하고 재미있었다	1
학교에서 선생님께서 보여주셨는데 아기자기하고 예쁜 케잌들 때문인지 자꾸 생각나네요	1
아놔 오랜만에 졸작을 다봤네	0
알바들드립 쩌네	0
하지만 치유되지 않겠지	1
조혼나 재밌었다	1
이계인 주목	1
최악의 쓰레기 어설 프려고 정말 노력했다	0
음악이 정말 감동적이네요	1
숨겨진 수작이랄까	1
미치는지 알았다	0
예술을 하는 사람으로써 공감한다	1
1점 준거 중에 한국영화는 10점주는 매미 있네	0
전혀 지루하지 않았다	1
개 답답	0
너무 하네 영화가 진짜 ㅋㅋ 3류 영화 보다 더 못한 4류 영화	0
감동 이란 단어로는 다 표현 할 수 없는 감동	1
10점은 보기 안 좋아	0
두 달이 지나니 내용이 하나도 기억나지 않는다는 흔한 액션 영화	0
영화도 더 우월하게 복제하지 그랬냐	0
대박나시길 바랄께여	1
잭 이 나오긴 하지만 참 생뚱맞은 영화라는 생각이	0
소대가리가 머길래 2탄 나 올라나	0
뭐 이 딴 영화가 다잇냐	0
내가 엘나와서 닥 본사하고 재방까지 보는데 폐지하면 안 되죠	1
원래 왠만 하면 다 끝나고 한 번에 몰아보는데 이건 우연히 1회 보고 나서 부터 너무 재밋어서 본방 사수하게 되 네	1
이 추격자를 볼 시간에 하정우가 나오는 추격자를 한 번 더 보겠습니다	0
01년도 국내 영화 관용이 필요한 건 알지만 너무 막장	0
아놔 진짜 닥치고 봐야 할 듯 개 쓰레기	0
펭귄들 넘 귀여워 염 꺄 다시 보고 싶은 영화에요	1
가정이 있는 유부남이 마담과 잠자리를 하고 마누라 보는 앞에 마담이 나타나고 그 일 모른 척 둘이 부인을 농락한 게 멋있게 표현되고 그 당시 여자가 바람 나면 돌 맞아 죽을 시대인데 웃기네요	0
시간 내서 본 내가 한심 그 이상도 그 이 하도 아님	0
또 왜 이런 일을 저질렀는지 원인도 안 밝혀지면서 미묘하게 끝나 허무했다	0
오랜만에 인간의 존엄성에 대해 진정으로 상기시켜준 영화이다	1
이게 평점이 8 42 최소한 9점은 넘어야 할 텐데	1
각본 없는 드라마의 감동이 거친 영상을 잊게 할 만치 값진 산악 영화입니다	1
맨땅에 시청률	0
92년도 작품	1
저거 브레들리 제임스 누르면 나이드신 분사진으로 나오는 거 아세요 ㅠㅠ	1
역시 프랑스 영화 다운 냄새가 난다	0
초등학교 6학년 도서관에서 봤는데 아직도 잊을 수가 없다	1
평론가들 평점 걍 개무시 하세요	1
내 생애 첨으로 영화보다 잠잔 영화	0
우와 여운이 아주 그냥 우와 이건 진짜 우와	1
독립영화는 거의 왜 대사가 별로 없을까 지루한 겉 멋일 뿐	0
잼잼 꿀 잼잼 추천	1
하지만 좋은 영화인 것만은 확실하네요	1
2 틀어보니 졸리 가슴 나오더만 니 덕에 다지움 60분까지 보고 지우긴 처음	0
대박 오글거리는 영화	0
이정진 한채영 사진 훔처 갈 때 피식 한 번 했네	0
종교는 시대의 사기극	0
영화의 범주를 확대 해석할 수 있다면 이것도 영화라고 칠 수 있겠다	0
도대체 패틴슨 뭐가 핸 섬 하냐 눈도 좀 사시고 연기도 못하고 매력제로 이 영화가 말하고자 하는 게 뭔지	0
인상적인 고딕 풍 미소녀 화보집 같기도 하고 사건의 원인이 이 중삼중으로 겹치는 것이나 성장영화 스러운 결말 부분도 나쁘지 않았다	1
까진 괜찮았는데 는 영 아닌 듯 유치하다	0
할 말 없는 쓰레기네	0
기다릴려 구요	1
진짜 보지마 평점이 낮은 이유가 잇다	0
저는 보는 내내 가슴이 먹먹하더군요	1
와 뭐 이 딴 영화가 다 있냐 이건 분리수거도 못함	0
급 재난 영화 진부한 전개에 볼거리 조차 부족하니	0
정말 신선하고 재미있게 봤습니다	1
내 리플 삭제 이유가 뭐지	0
남자 주인공이 멋졌음	0
초반에는 꽤 괜찮은 영화이나 등장인물을 삭제하고 원작을 훼손 시킨 점에서 낙제점 프랑스 혁명군의 이야기도 에 포닌의 비참한 사랑 이야기도 없는 이 영화는 1점도 모자르다	0
늘 실수투성이인데 만우절 날 다시 부활시키다니 눈물이 도라에몽 넘 사랑합니다	1
매주 챙겨보고 있는데 너무 재밋고 역사라 하면 어렵고 지루하다는 생각이 많은데 그런 편견을 깨고 잘 알려주는 거 같아서 너무 좋아요	1
별점이 왜 낮지	1
아 바닥도 안 젖더군 ㅎㅋㅋㅋ이 게 무슨 영화여	0
보시면 후회 없을 거예요	1
철학자 같은 말하면 죽여버린 다 정말 1점도 줄 수 없는 방법은 정말 없단 말인가	0
에드워트 노튼의 감독으로써의 가능성 입증 그것만으로도 후한 점수 재밌는 스토리와 약간 지루해질 수 있는 요소가 있었으나 유머로 잘 승화시킴	1
약간 지루한 것은 어쩔 수 없었지만 배우들의 연기는 엄청났고 촬영은 말 할 것도 없다	1
안성훈 고맙다 덕분에 잘 봤다	0
그 당시 영화들이나 지금 영화들이나 별 차이가 없다	0
ㅎㅎㅎ 재밋구먼	1
엉성한 스토리 배우들이 묻혓다	0
정말 연기 잘하신 듯	1
무엇보다 재미가 없다	0
일식집에서 촬영들 흠 좋았겠다는	0
강인과 박세영의 연기는 전혀 조화가 되지 않는다	0
영화 진짜 답 없어요	0
최수종 형 항상 감사합니다	1
사 토 타케루 원래 일드 때문에 알고는 있던 배우인데 바람의 검심 통해서 완전 재평가 함 검술이나 무술에 꽤 시간을 투자해 연습한 게 보이고 눈빛 목소리도 연구 많이 한 듯 진짜 켄신이 만화책 찢고 나온 느낌이다	1
개연성 전혀 없는 시나리오는 전혀 신경 안 쓰고 공포 화면만 신경 쓴 마지막 짜증 나서	0
모험의 짜릿한 요소가 심히 부족한 황당한 시추에이션 여주인공의 매력만 넘친다	0
강우석 감독님 왜 그런 뻘 짓을	0
명작 진짜 명작이다	1
견자단 안 나오면 엽 문 찍을 생가하지 말아라 안 봐도 망한다	0
친구 여 너는 자유롭고 사랑을 받는 네 미래의 주인으로 여기에 있다	1
오죽하면 새끼 꼬듯 넘 끌지 안으시는 게	0
젠장 난 너무 늦게 태어났어	1
와 존 나쓰레기 영화 다 네이버 평점 존 나 믿을께 안 되네 쓰레기들이 넘친다 넘쳐	0
음하하하 이것 말곤 해줄 말이 없어	0
다른 말 필요 없는 쓰레기	0
나름 화기애애해 보이지만 뭔가 식상하고 너무너무 유치했음	0
평점이 넘 낮네요ㅜ 전 진짜 흥미진진하게 보았습니다	1
중절모 쓴 성룡의 색다른 모습이 인상적인 코믹 액션극 극장에서 두 번 본 영화 이때만 해도 성룡 영화 개봉하면 극장에 줄을 써서 기다렸었지	1
따로 다운 받아서 10번도 넘게 본 영화 계속 봐도 스릴 넘친다	1
제일 문제는 클라라의 가족이라고 생각된 다 아이가 유치원에 가야대는 데 싸우는 부모와 친구를 불러와서 야동을 보여주는 오빠 이들이 클라라를 거짓말하게 만들었다고 생각한다	1
이런 거 만드는 놈도 알고 보면 제 정신 아니다	0
안 봐도 될 영화	0
지민 누나 최고 다지환이 형도	1
전기세가 아까운 건 사실이었다	0
재미없네 2점부터 점 수준 것들 창	0
두 분의 연기력이 뛰어났던 드라마	1
마지막에 반전이라고 하는데 뭔가 좀 어설프고 막 아무거나 갖다가 붙인 느낌이네요	0
삼식이 짱 드래곤도 짱	1
6륜 바겐 홍보 영상 보는 줄	0
클린트 이스트우드 선드라록 볼려 고 잼 없어도 꾹 참고 봤다	0
애가 혼자 상상한 거고 여동생 안 죽었고 살아있음	0
허접한 것도 이 정도면 가히 눈 뜨고 못 볼 수준의 대 변 영화	0
왜 평점 0점은 없죠	0
수준 높은 다큐는 아니지만 맥쿼리리가 얼마나 손쉽게 우리나라 사람 등의 등골을 빼먹고 있는지는 확실히 알려준다	1
이래 재밌는데 시청률이 진짜 의 외다 연속해서 보게대드만	1
와 재밌다	1
영화제 목 생각이 안 나서 일주일 동안 고민하다 알아냄	1
이거 볼 시간에 박경림 얼굴 2시간 보는 게 낫겠다	0
태어나서 이렇게 긴장감 없고 화만나는 영화는 처음	0
엉 돈꼴랑 마넌 냄서 명화를 바라냐 염치 잔 이 써라 평론가 니네는 3점 조뜨만 허허 점수 짜게조 야 니네가 영화에 대해 머짠 아는 거 가찌 똑가튼 밥 먹고 똥싸는 넘들이 으디 느 그가 영화 한 번 찌거바	1
보면 후회함 말이 필요 없음	0
이것 보다 났겠다	0
어떻게 이런 장르의 영화가 지루할 수 있지	0
이런 거 보면 눈만 버린다	0
코믹하고 슬프고 감동 있고 이 준의 연기에 몰입하고 빠져들었어요	1
짱이 죠 에드 정말 멋져 욧	1
재미가 없는 게 반전인 영화	0
어치피 한쪽의 시 선일 뿐 진실을 알고 잇는 듯 말하진 말자	0
지금 보기에는 너무나도 는 감안해도 이야기가 너무 지루해서 겨우 봤다	0
이게 무슨 평점이 7점 때 지 4점 5점이 적당 시간 낭비영화	0
그냥 낭비 그 자체 에너지 낭비	0
애들이 좋아해요	1
하지원 최고	1
아주 멋있는 영화였다	1
이 영화를 본 사람이라면 나처럼 도둑들이 한국 흥행 순위 1위인 것에 경악을 금치 못할 것이다	1
빌의 분노가 점점 이해되는 것이 한 편으론 두려울 뿐	1
결론이 뭐지	0
그에 비해 평점이 너무 높아 1점 준다	0
개인차가 있긴 있구나	1
사랑보다 앞서는 출세욕 남자가 바람 피운 것도 아니고 뭐냐 정말	0
아들 아 무엇을 하는 게냐 썪씨딩 유 빠떨	1
아무리 로 볼 수 있다고 해도 실시간으로 지도로 위칙 추적까지 하는 억지는 좀	0
정말 끝내주는 대단한 영화	1
비됴로 봐도 괸히 봤다는 생각 들 정도 ㅋ	0
절대 잊지 못할 드라마였구요	1
비슷한 소재들을 많이 봐서 별로 딱히 반전인 느낌은 없었으나 꽤 재미는 있었음	1
독특한 캐릭들 내용도 스토리도 참 알차요	1
코미디가 안 웃기 다니	0
영화는 1점도 아까운 산업 쓰레기	0
마야 역할에 배우 연기력 또한 일품이며 미국에 10년간 테러의 불안감 여러 가지 요소를 느낀 영화 꼭 들 보시길	1
이 좋은 배우들이 이런 영감님 같은 대사를 내뱉는 게 너무 보기 힘들다	0
섭외 할 사람이 깨끗하게 없나 봐요 님	0
1편 보다 재밌어요	1
각본이 훌륭하더라도 감독이 연출이 딸리면 그 영화 망하지 ㅋㅋㅋ	0
미국 최고의 드라마	1
뿌뜻함이 밀려온다	1
처음으로 관람평을 남기는 데 인도 여행할 때 생각납니다	1
마틴 프리먼 나오는 줄 몰랐음 재밌네	1
아 진짜 좀 영화에 반전이 있다고 나 불거리는 애들은 모냐 보는 재미 떨어지게	0
미니 미 손오공의 연기에서 주성치의 향기를 느꼈다 ㅠㅠ 이름만으로도 브랜드인 주성치가 역시 이름값 하는 작품	1
다 보는데 엄청난 인 내심이 필요한 영화 평점 많이 주는 편이지만 1점도 많타고 생각이듬	0
지금 개봉한 거보다 이게 잼님 리암 니슨 제프리러쉬 쩔어	1
1997년에는 모르겠지만 2014년 지금 보기엔 그냥 졸작일 뿐 재미도 없고 감동도 없다	0
목적이 수단을 정당화하진 못한다	0
영 아니다	0
평점들이 낮은데 재밌고 볼만합니다	1
독특한 느와 르 느낌 무드는 좋았지만 스토리가 좀 빈 약하고 잔인하였다	1
여기다 들 영화 좋다 구하길래 봤는데 지루하기만 하던 데	0
알면서 모르는 척 버텨야 하는 소름 끼치는 일상	1
1부는 영화였구나	0
삶으로 감동을 주시는 멋쟁이 선교사님	1
ㅋㅋ이 게 바로 진정한 코미디다	0
친구한테 같이 보러 가자 고 해서 갔었는데 끝나고 서로 말 없었음	0
애니의 기본도 못하는 졸작 처음	0
이런 거 하기엔 너무 늙은 포스터 경찰 1	0
그러면 당신은 완벽한 자유를 얻을 것이다	1
배우의 연기는 엄청나지만 스토리는 내내 답답하고 결국 새로울 것도 없다 한국식 막장 드라마 같은 답답함을 못 견디는 분들은 절대 보지 말길 영화 끝나고 감독한 테 욕해보긴 또 처음	0
언제 개봉하냐 기다리다가 목 빠지겠다	1
씨네21 평론가들의 수준과 이 영화는 역시 비슷한 수준이다	0
이 애니 나온 이후로 여름마다 언더 더씨 나오죠	1
시청자의 시간을 연장까지 하며 뺏어간 제작진과 황당한 연기력의 젊은 배우들 각성하길 눈부라리고 소리만 지르며 지들 스트레스 풀려고 출연한 건지 시청자로써 괴로웠음	0
영화를 이리 혹평하기는 처음인데 그래도 퀴어 영화라는 의의는 인정	0
너무 가슴 아픈 영화	1
박찬욱 감독 작품들 중 유일하게 비호감 ㅜㅜ	0
무섭다 그리고 슬프다	1
완전 짜증 이제 진짜 안 본 다 작가 뭔 생각인지	0
홍상수 이전의 우리에겐 분명 장선우가 있었다 시대를 앞서 간 탁월한 연출력에 두 배우의 하네 마네	1
존재의 애틋함을 회고했다	1
실어증에 걸린 여자 아이를 성적 소재로 하여 선정적인 것을 어 필하기는 하였으나 그 소재를 풀어가는 과정에서 제대로 된 영화의 갈피나 가치성을 느끼기에는 부족하였다	0
컴퓨터 전기세가 아까운 쓰레기 한 쿡 영화	0
임 무슨 한 명이 한 팀을 바르냐 너무하다 진짜 너무 대충 만든 것 같음	0
1점 주기도 아까운 영화 근데 이 영화에 이런 평점이	0
정말 속은 느낌이다	0
내가 본 영화 중 최악의 쓰레기 영화	0
양키들의 세계관이 잘 나타나 있는 영화	0
이 영화 액션영화가 갖추어야 할 바람직한 자세의 영화다	1
그러니까 하이킥이 더 높지 시청률은 거짓말 못함 ㅋㅋ	0
갈수록 재미 없네	0
콘택트 부터 시작해서 이런 영화 만 찾아봤는데 난 왜 이제서야 봤을까	1
하지만 3시간이라는 러닝 타임이 지루하지는 않다	1
그냥 이럴 시간에 한 번 더 볼란다	1
너무 슬퍼요ㅠ	1
재미 감동 긴장감 뭐 하나 충족하지 못한다	0
깡패들이 불쌍한 건 처음	0
왜 이제야 봤을까 싶은 ㅋㅋ 검술 닌 자 액션 매니아 분들에겐 드립니다	1
난 웃길려고 남을 비하하는 44구려 개그맨 김구라가 정말 싫다	0
아무나 보는 영화가 아니군 총소리 들으면 잠 잤다	0
평점 누가 알바뛰었음	0
남자와 여자가 각각 불쌍해지는 순간이 오다가 결국 묘하게 끝나	0
최근 보기 드문 가족 영화인 것 같아요	1
산 만한 캐릭터의 산만한 모험	0
인지도 없는 신인을 주연으로 내세운 것도 참신했고요	1
그냥 말이 없는 듯 역시 이래 야지	1
이 거 굉장히 섬뜩한 내용이지만 그리 즐겨줄 만한 영화가 아니다	0
매력적인 배우들 이지만 뻔한 줄거리 뻔한 결말	0
요즘 계속 자은 태희에서 넘 끌어요 ㅜㅜ	1
사랑을 하면서도 멋지게 공부하는 소피 마르소에게 감동했다	1
다시 보니 남자 주인공이 얼마나 멍청하던지	0
왜 이 리 평점이 낮은 줄 알겠다	0
간만에 한국 연화 재밌게 본 것 같네요	1
마치 디워를 떠올리게 하는	0
안녕 쎄읔	0
가슴이 따뜻해지는 영화입니다	1
여태 본 모든 법정 장면을 통틀어서 최고의 장면입니다	1
아름답고 안타까웠던 영화 나이 들면서 더 곱씹게 되었던 영화다	1
한 마디로 대단한 영화 명배우에 명작의 조화가 잘 이루 어짐	1
70년대 화면 에어리언 분장 ㅋ 동대문에서 구한 것임 이건 영화가 아니다	0
3류 에로 영화	0
겉멋만 들엇구만	0
오랜만에 잼 있는 드라마 한 편	1
진지하게 나쁘다고 씨 부려대는 인간들의 정신세계가 정말 궁금해 혹시 히키코모리인가	1
워쇼스키의 아이디어와 콘셉트는 인정하지만 각본과 연출은 글쎄	0
귀여움 재밌었음	1
군대에 구타가 없어지면 기어오르는 쫄 따구들만 득실 거린다	1
저게 연변 말이냐 북한 말이지	0
친구랑 봤는데 완전 배꼽 잡고 웃었어요	1
키스신 너무 이 뻐 ㅠㅠ	1
테이큰은 딸 바보 스니치는 아들 바보 모두 부성애의 끝판왕들 아버지는 위대하다	1
노오우오 우아어오우잼	1
그러나 끝에서 총으로 죽 지 않는 건 좀 오버인 듯 감동도 있고 했으나	1
닮은 점이 없는 알리와 스테파니가 섹스로 인해 서로의 공백을 채워가는 데 서로가 있는 그대로를 인정하며 있는 그대로 보는 것이 참으로 아름다웠다	1
당신의 일상이 왜 사는지 자문한다면 떠나자 글래스톤 베리로	1
역대 스텝업 중 최악인 거 같다	0
최고 너무 행복해서요	1
정말 각기 다른 이야기들이 맞물려 돌아가는 모습	1
매주 본방 챙겨봅니다	1
결혼 전에 있었던 일로 길용 우씨가 복수하는 이유를 모르겠음	0
개인적으로 등장동물들 특히 쟈니의 털이 무척 탐스러워 만져보고 싶었습니다	1
영화를 보통 액션이나 판타지만 보다 가 우연히 송강호가 나와서 봤는데 전도 연의 연기도 너무 좋았고 송강호의 평범하면서도 몰입도 넘치는 연기 잘 봤습니다	1
하 박신양 진짜 최고 다 최고 이 세상 최고인 듯 ㅜㅜ	1
코믹 영화	0
아무리 판을 새로 짜는 것이라고 하지만 이건 뭐 3와 더불어 최악의 터미네이터 시리즈가 될 듯	0
창작자가 되기를 원하는 사람으로서 가장 도착하길 바라는 작가주의 그 자체	1
주원 김아중 연기대밬ㅋ 노래부를 때 심쿵함ㅋ	1
민중의 폭력은 폭력이 아니다	0
안젤리나 졸리는 여전사 영화 원티드 솔트 툼레이더 이런 영화가 재미있다	0
정말 훈훈한 영화입니다	1
다음 편을 안 볼 수가 없게 만드는 드라마	1
학교에서 이제야 보내줬데	1
이해도 안 되고 지루했습니다	0
섹스 머신 섹스 머신 섹스 머신 섹스 머신	0
이런 명작을 여 태 몰랐다니 일본이란 나라 정말 없어져야 할 나라라는 걸 다시 느꼈다	1
인간은 평등하다는 것을 몸소 느낀 영화 마지막 최종 변론은 나를 인간으로서 울 게 했다	1
백현진은 일단 음악만 하자	0
마지막 엔딩 노래까지 완벽했던 영화 내가 이렇게 눈물이 많았나 싶을 정도로 많이 울었고 영화가 너무 순수했고 좋았어요	1
ㅎㅎ 허터쳐 처나 낱 재밌어요	1
너와 함께 보고 논했던 동사 서독 오늘 리덕스를 보면서 너의 빈 자리를 느낀다	1
이 거 재밌구만 왜 이래	1
진짜 재밌 다 ㅎ ㅎ	1
배우들이 다 얼짱ㅋ	1
결국은 총이란 건가	0
